,Unamed,Places,latitude,longitude,Lieux
371,495,Nevers,46.9876601,3.1577203,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1953_08"" target=""_blank"">La ville de Nevers du milieu du XVIe siècle au milieu du XVIIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1866_03"" target=""_blank"">Essai sur deux comtes de Nevers : Hervé de Donzy, Guy de Forez, Mahaut de Courtenay, comtes et comtesse de Nevers de 1199 à 1257</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1912_08"" target=""_blank"">Louis de Gonzague, prince de Mantoue, duc de Nevers (1539-1595). Sa vie et ses écrits jusqu’en 1590</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1937_02"" target=""_blank"">La Chartreuse d Apponay au diocèse de Nevers (1185-1790)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1942_12"" target=""_blank"">Saint-Etienne de Nevers et les églises romanes à nef et collatéraux éclairées et voûtées</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1944_05"" target=""_blank"">L’administration municipale de Nevers au temps des comtes (1231-1538)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1958_10"" target=""_blank"">Un représentant de la polémique antimusulmane au XVe siècle. Jean Germain, évêque de Nevers et de Châlon-sur-Saône (1400?-1461). Sa vie. Son œuvre</a></i>"
372,496,Nice,43.7009358,7.2683912,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1974_14"" target=""_blank"">Nice au XVIIe siècle. Economie, famille, société</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1980_20"" target=""_blank"">Évolution des structures administratives, économiques et sociales de la viguerie de Nice à travers les enquêtes générales de Charles Ier d’Anjou (1252), Charles II (1298) et Léopard de Fulginet (1333)</a></i>"
373,498,Nord,50.52896715,3.0883523694464854,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1906_08"" target=""_blank"">Le Comte Vert (Amédée VI de Savoie). Sa politique extérieure au Nord des Alpes</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2008_23"" target=""_blank"">Le livre d’heures en Italie septentrionale. Diffusion d’un instrument dévotionnel de l’Europe du Nord</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2004_16"" target=""_blank"">Étude iconographique de l’Arbre de Jessé en France du Nord du XIVe siècle au XVIIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1888_10"" target=""_blank"">Mémoire sur la fondation, l’organisation et les derniers développements de l’hôpital Notre-Dame, dit Comtesse, lez-Seclin (Nord), 1247-1369</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1995_04"" target=""_blank"">Héraldique médiévale des évêques et de cardinaux français : l’exemple de quarante-six diocèses de la France du Nord et du Centre</a></i>"
374,499,Norfolk,52.6735891,0.9532018866187124,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1890_13"" target=""_blank"">Étude sur le soulèvement des paysans d’Angleterre sous Richard II (1381) : la révolte dans les comtés de Hertford, Suffolk et Norfolk</a></i>"
375,500,Normandie,49.0677708,0.3138532,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1935_01"" target=""_blank"">Les possessions en Bretagne aux xie et XIIe siècles des abbayes bénédictines de Touraine, d’Anjou et de Normandie</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1868_05"" target=""_blank"">Recherches sur l’introduction du christianisme dans les campagnes et l’origine des paroisses rurales en Normandie</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2010_16"" target=""_blank"">Asseoir l’autorité monarchique par l’impôt au sortir des guerres de Religion. La fiscalité en Normandie (1585-1610)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1899_11"" target=""_blank"">Étude historique sur la Réforme en Normandie au temps de François Ier</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1885_14"" target=""_blank"">Essai sur la condition des juifs dans le domaine royal au XIIIe siècle (Île-de-France et Normandie)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1922_05"" target=""_blank"">Recouvrement de la Normandie (1449-1450)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1992_07"" target=""_blank"">Seigneurs en Île-de-France occidentale et en Haute-Normandie. Contributions à l’histoire des seigneurs de Montfort-l-Amaury, des comtes d’Évreux et de leur entourage au XIIe siècle et au début du XIIIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1968_09"" target=""_blank"">L’œuvre de Louvois en faveur des “officiers blessés et vieillis” : la réforme de l’ordre de Saint-Lazare-de-Jérusalem et son application dans le grand-prieuré de Normandie, 1672-1693</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1887_12"" target=""_blank"">Essai sur la condition des juifs dans le domaine royal au XIIIe siècle (Île-de-France et Normandie)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1936_12"" target=""_blank"">La cour des aides de Normandie des origines à 1552</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1975_24"" target=""_blank"">Les miracula composés en Normandie aux xie et XIIe siècles</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1849_04"" target=""_blank"">Essai sur les revenus publics en Normandie au XIIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1994_25"" target=""_blank"">L’art de naviguer : hydrographie et cartographie marine en Normandie (1500-1650)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1963_03"" target=""_blank"">La décoration des manuscrits dans les abbayes bénédictines de Normandie aux xie et XIIe siècles</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1951_20"" target=""_blank"">Le rattachement de la Normandie à la couronne de France</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1890_04"" target=""_blank"">Recherches sur l’organisation et l’administration religieuses des paroisses en Normandie du xie au XVIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1907_09"" target=""_blank"">Essai sur les voies de recours devant l’Échiquier de Normandie au XIVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1881_01"" target=""_blank"">Étude sur la diplomatique des ducs de Normandie, 912-1189</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2013_13"" target=""_blank"">Devenir imprimeur-libraire en Basse-Normandie au XVIIIe siècle : les stratégies de la maison Chalopin</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1991_05"" target=""_blank"">Les domaines de la maison d’Évreux-Navarre en Normandie, 1298-1385</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2005_21"" target=""_blank"">Justice, vengeance et compromis en Normandie (XIe-XIIe siècles)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1939_21"" target=""_blank"">L’armée et les institutions militaires en Normandie sous la régence de Bedford (1422-1435)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1961_17"" target=""_blank"">La tenure en parage dans les coutumes de l’ouest (Normandie, Touraine-Maine-Anjou et Bretagne) aux XIIe et XIIIe siècles</a></i>"
376,501,Norvège,60.5000209,9.0999715,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2002_14"" target=""_blank"">Les relations diplomatiques entre la Norvège et les Îles britanniques (1249-1319). Les ambassadeurs et le service diplomatique du roi.</a></i>"
377,505,Notre-Dame-De-Bayeux,49.275587,-0.703680750000007,
378,506,Notre-Dame-Des-Prés,48.2883983,4.0425511,
379,509,Noyon,49.5805561,3.0000288,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1994_18"" target=""_blank"">Le chapitre cathédral de Noyon (XIe-XIIIe siècle) : organisation, pouvoir et temporel</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1992_21"" target=""_blank"">Les chartes des évêques de Noyon, 1148-1221. Étude diplomatique et édition</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1886_11"" target=""_blank"">Étude sur l’histoire et l’organisation de la commune de Noyon jusqu’à la fin du XIIIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1897_11"" target=""_blank"">Histoire de la commune de Noyon durant la première moitié du XVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1981_13"" target=""_blank"">La seigneurie des évêques de Beauvais et de Noyon (Xe siècle – début du XIIIe siècle)</a></i>"
380,510,Nîmes,43.8374249,4.3600687,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1961_09"" target=""_blank"">Évolution politique et sociale de la ville de Nîmes de la fin du XIIIe siècle à la fin du XIIIe siècle (1272-1390)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1974_28"" target=""_blank"">Recherches sur les structures sociales urbaines. Nîmes au XVIIe siècle (1598-1685)</a></i>"
381,514,Oise,49.41205455,2.406487846905477,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1982_01"" target=""_blank"">Les biens fiscaux et les palais des mérovingiens aux premiers Capétiens, dans les vallées de l’Oise et de l’Aisne</a></i>"
382,515,Oratoire,46.904816800000006,4.485261763513515,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1980_02"" target=""_blank"">Les constitutions et l’observance de l’Oratoire aux XVIIe et XVIIIe siècles</a></i>"
383,517,Orléanais,47.9027336,1.9086066,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1869_04"" target=""_blank"">De la condition forestière de l’Orléanais au Moyen Âge et à la Renaissance</a></i>"
384,518,Orléans,47.9027336,1.9086066,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1882_04"" target=""_blank"">Essai biographique sur Jean, bâtard d’Orléans, comte de Dunois (1400-1468)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1937_09"" target=""_blank"">Les institutions d’apanage du duché d’Orléans de 1440 à 1498</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1909_03"" target=""_blank"">Étude sur l’Hôtel-Dieu d’Orléans au Moyen Âge et au XVIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1933_01"" target=""_blank"">Les églises de l’ancien diocèse d’Orléans de la fin de la guerre de Cent ans aux guerres de Religion</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1947_05"" target=""_blank"">Gaston d’Orléans et la Fronde</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1977_17"" target=""_blank"">Chemins de fer d’intérêt local et concurrence aux grandes compagnies dans les années 1870 : Simon Philippart et l’Orléans à Rouen</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1892_09"" target=""_blank"">Études sur l’histoire de la ville d’Orléans jusqu’au début du XIIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1994_23"" target=""_blank"">Les finances du duché d’Orléans et leur administration (1392-1440)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1934_13"" target=""_blank"">Jacques de Révigny, jurisconsulte à Orléans, entre 1260 et 1289</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1880_04"" target=""_blank"">Étude sur le gouvernement et l’administration de la ville d’Orléans (XIIe-XVIIIe siècle)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1905_02"" target=""_blank"">L’administration d’André Jubert de Bouville, intendant d’Orléans (1694-1709)</a></i>"
385,519,Orne,48.57605325,0.0446617175958816,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1973_25"" target=""_blank"">Les premières chartes de l’abbaye de Silly-en-Gouffern (Orne), 1150-1250</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2002_18"" target=""_blank"">L’élevage des chevaux de travail dans l’Orne au xixe siècle (1815-1900)</a></i>"
386,521,Ozias,39.1874282,20.1896634,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1990_07"" target=""_blank"">Érasme, traducteur de saint Jean Chrysotome d’après les Homélies sur Ozias</a></i>"
387,522,Pacifique,48.6841652,2.1938802,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1996_03"" target=""_blank"">Les voyages d’Abel Dupetit-Thouars et les débuts de l’expansion française dans le Pacifique (1835-1845)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2014_06"" target=""_blank"">La France et la fortune de la mer du Sud : contacts, flux et échanges commerciaux dans le Pacifique espagnol (1695-1725)</a></i>"
388,523,Padoue,45.4077172,11.8734455,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1976_07"" target=""_blank"">Le patriciat vénitien et l’université de Padoue (1517-1560)</a></i>"
389,527,Pamiers,43.1147515,1.6082177,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1974_20"" target=""_blank"">La ville de Pamiers au début du XVe siècle</a></i>"
390,528,Pampelune,42.8184538,-1.6442556,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1997_34"" target=""_blank"">Le lycée de Pampelune et sa bibliothèque, introduction à la lecture publique en Navarre (1842-1930)</a></i>"
391,529,Pardiac,43.546821,0.2123930508572379,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1922_09"" target=""_blank"">Essai sur les caractères juridiques et économiques des Bastides de l’Astarac et du Pardiac d’après leurs titres de fondation</a></i>"
